,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
76,סורוקה,סוראסקי,רבין ק. בילינסון,וולפסון,שערי צדק,רבין ק. השרון,מאיר,"רמב""ם",הדסה,מעייני הישועה,קפלן,הכרמל,שמיר,בני ציון,אסותא אשדוד,יוספטל,המרכזי בעמק,נצרת,לניאדו,מ.ר. צפון (פוריה),ברזילי,נהריה,זיו צפת,שיבא,הלל יפה
77,וולפסון,הלל יפה,שערי צדק,שיבא,מאיר,אסותא אשדוד,שמיר,בני ציון,לניאדו,המרכזי בעמק,הדסה,קפלן,"רמב""ם",סורוקה,הכרמל,יוספטל,מעייני הישועה,ברזילי,מ.ר. צפון (פוריה),נהריה,נצרת,זיו צפת,סוראסקי,רבין ק. השרון,רבין ק. בילינסון
78,סורוקה,רבין ק. בילינסון,אסותא אשדוד,לניאדו,מאיר,סוראסקי,שיבא,וולפסון,שמיר,"רמב""ם",רבין ק. השרון,הדסה,בני ציון,הלל יפה,שערי צדק,יוספטל,מעייני הישועה,הכרמל,המרכזי בעמק,ברזילי,נצרת,קפלן,מ.ר. צפון (פוריה),זיו צפת,נהריה
79,מאיר,בני ציון,שיבא,וולפסון,סוראסקי,שמיר,רבין ק. השרון,נצרת,סורוקה,"רמב""ם",הדסה,מעייני הישועה,אסותא אשדוד,שערי צדק,הלל יפה,המרכזי בעמק,קפלן,יוספטל,ברזילי,לניאדו,זיו צפת,מ.ר. צפון (פוריה),נהריה,רבין ק. בילינסון,הכרמל
80,סורוקה,רבין ק. בילינסון,בני ציון,וולפסון,סוראסקי,שמיר,אסותא אשדוד,שערי צדק,רבין ק. השרון,הלל יפה,"רמב""ם",קפלן,שיבא,הכרמל,מעייני הישועה,הדסה,לניאדו,המרכזי בעמק,יוספטל,ברזילי,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,מאיר
81,וולפסון,סורוקה,מאיר,רבין ק. בילינסון,הלל יפה,שיבא,רבין ק. השרון,"רמב""ם",הדסה,בני ציון,המרכזי בעמק,קפלן,שערי צדק,הכרמל,אסותא אשדוד,יוספטל,לניאדו,מעייני הישועה,ברזילי,נצרת,שמיר,מ.ר. צפון (פוריה),נהריה,זיו צפת,סוראסקי
82,הדסה,"רמב""ם",סוראסקי,רבין ק. השרון,מאיר,וולפסון,מעייני הישועה,רבין ק. בילינסון,שיבא,שמיר,אסותא אשדוד,הלל יפה,הכרמל,לניאדו,שערי צדק,בני ציון,סורוקה,יוספטל,המרכזי בעמק,נהריה,נצרת,ברזילי,מ.ר. צפון (פוריה),זיו צפת,קפלן
83,שמיר,סוראסקי,רבין ק. השרון,שיבא,וולפסון,רבין ק. בילינסון,מאיר,אסותא אשדוד,הכרמל,הדסה,שערי צדק,קפלן,הלל יפה,המרכזי בעמק,לניאדו,בני ציון,סורוקה,יוספטל,מעייני הישועה,ברזילי,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,"רמב""ם"
84,רבין ק. בילינסון,וולפסון,מאיר,המרכזי בעמק,רבין ק. השרון,שערי צדק,הדסה,שמיר,בני ציון,אסותא אשדוד,הלל יפה,מעייני הישועה,שיבא,הכרמל,סורוקה,קפלן,נהריה,יוספטל,נצרת,לניאדו,ברזילי,מ.ר. צפון (פוריה),זיו צפת,"רמב""ם",סוראסקי
85,רבין ק. בילינסון,מאיר,וולפסון,קפלן,לניאדו,אסותא אשדוד,רבין ק. השרון,מעייני הישועה,שיבא,סורוקה,הדסה,"רמב""ם",הכרמל,שערי צדק,המרכזי בעמק,הלל יפה,יוספטל,ברזילי,בני ציון,מ.ר. צפון (פוריה),נצרת,נהריה,סוראסקי,זיו צפת,שמיר
86,"רמב""ם",שיבא,לניאדו,וולפסון,סורוקה,סוראסקי,רבין ק. השרון,אסותא אשדוד,מעייני הישועה,שערי צדק,הדסה,הלל יפה,קפלן,הכרמל,בני ציון,יוספטל,המרכזי בעמק,מאיר,ברזילי,זיו צפת,נצרת,נהריה,מ.ר. צפון (פוריה),שמיר,רבין ק. בילינסון
87,קפלן,לניאדו,שיבא,רבין ק. השרון,סוראסקי,רבין ק. בילינסון,וולפסון,מאיר,סורוקה,שערי צדק,"רמב""ם",אסותא אשדוד,הלל יפה,שמיר,יוספטל,המרכזי בעמק,בני ציון,הכרמל,מעייני הישועה,ברזילי,נהריה,נצרת,מ.ר. צפון (פוריה),זיו צפת,הדסה
88,מאיר,בני ציון,רבין ק. בילינסון,לניאדו,רבין ק. השרון,שמיר,סוראסקי,וולפסון,שיבא,אסותא אשדוד,הכרמל,קפלן,הדסה,שערי צדק,הלל יפה,מעייני הישועה,המרכזי בעמק,ברזילי,נצרת,יוספטל,נהריה,מ.ר. צפון (פוריה),זיו צפת,"רמב""ם",סורוקה
89,סוראסקי,הלל יפה,שיבא,וולפסון,הכרמל,מאיר,רבין ק. השרון,אסותא אשדוד,מעייני הישועה,קפלן,בני ציון,הדסה,לניאדו,שערי צדק,שמיר,"רמב""ם",המרכזי בעמק,יוספטל,סורוקה,זיו צפת,נצרת,ברזילי,מ.ר. צפון (פוריה),נהריה,רבין ק. בילינסון
90,רבין ק. בילינסון,סוראסקי,הכרמל,יוספטל,שמיר,וולפסון,מאיר,שערי צדק,לניאדו,קפלן,הדסה,סורוקה,שיבא,"רמב""ם",הלל יפה,מעייני הישועה,המרכזי בעמק,בני ציון,אסותא אשדוד,נהריה,נצרת,ברזילי,זיו צפת,מ.ר. צפון (פוריה),רבין ק. השרון
91,יוספטל,בני ציון,קפלן,סוראסקי,סורוקה,שמיר,שיבא,רבין ק. השרון,הלל יפה,שערי צדק,הכרמל,וולפסון,אסותא אשדוד,"רמב""ם",הדסה,מעייני הישועה,המרכזי בעמק,נצרת,לניאדו,נהריה,ברזילי,מ.ר. צפון (פוריה),זיו צפת,רבין ק. בילינסון,מאיר
92,שערי צדק,מאיר,שיבא,רבין ק. השרון,שמיר,"רמב""ם",וולפסון,אסותא אשדוד,הכרמל,סורוקה,הלל יפה,בני ציון,מעייני הישועה,הדסה,לניאדו,המרכזי בעמק,סוראסקי,יוספטל,ברזילי,נהריה,נצרת,מ.ר. צפון (פוריה),זיו צפת,קפלן,רבין ק. בילינסון
93,מאיר,הלל יפה,הכרמל,שיבא,סוראסקי,וולפסון,שמיר,קפלן,מעייני הישועה,בני ציון,אסותא אשדוד,רבין ק. השרון,סורוקה,הדסה,ברזילי,שערי צדק,נהריה,יוספטל,המרכזי בעמק,לניאדו,נצרת,מ.ר. צפון (פוריה),זיו צפת,"רמב""ם",רבין ק. בילינסון
94,"רמב""ם",שיבא,קפלן,רבין ק. השרון,רבין ק. בילינסון,הכרמל,מאיר,וולפסון,הדסה,מעייני הישועה,אסותא אשדוד,שמיר,סורוקה,בני ציון,לניאדו,שערי צדק,המרכזי בעמק,יוספטל,ברזילי,נצרת,זיו צפת,מ.ר. צפון (פוריה),נהריה,סוראסקי,הלל יפה
95,סוראסקי,"רמב""ם",קפלן,שיבא,שמיר,מאיר,יוספטל,מעייני הישועה,בני ציון,שערי צדק,הכרמל,אסותא אשדוד,סורוקה,הדסה,המרכזי בעמק,הלל יפה,נצרת,מ.ר. צפון (פוריה),לניאדו,נהריה,ברזילי,זיו צפת,וולפסון,רבין ק. השרון,רבין ק. בילינסון
96,הדסה,שמיר,וולפסון,מאיר,אסותא אשדוד,סוראסקי,קפלן,"רמב""ם",שיבא,שערי צדק,בני ציון,הלל יפה,מעייני הישועה,סורוקה,המרכזי בעמק,לניאדו,יוספטל,ברזילי,הכרמל,נהריה,נצרת,מ.ר. צפון (פוריה),זיו צפת,רבין ק. השרון,רבין ק. בילינסון
97,המרכזי בעמק,אסותא אשדוד,סוראסקי,מאיר,וולפסון,יוספטל,רבין ק. בילינסון,הלל יפה,שיבא,הדסה,בני ציון,שמיר,הכרמל,"רמב""ם",שערי צדק,סורוקה,רבין ק. השרון,נהריה,מעייני הישועה,לניאדו,נצרת,ברזילי,מ.ר. צפון (פוריה),זיו צפת,קפלן
98,הכרמל,סוראסקי,מאיר,רבין ק. בילינסון,רבין ק. השרון,יוספטל,"רמב""ם",ברזילי,שמיר,קפלן,לניאדו,שערי צדק,וולפסון,הדסה,הלל יפה,סורוקה,המרכזי בעמק,מעייני הישועה,זיו צפת,בני ציון,נצרת,נהריה,מ.ר. צפון (פוריה),שיבא,אסותא אשדוד
99,שערי צדק,שיבא,אסותא אשדוד,רבין ק. בילינסון,הכרמל,מאיר,שמיר,סורוקה,הדסה,רבין ק. השרון,וולפסון,הלל יפה,"רמב""ם",מעייני הישועה,לניאדו,המרכזי בעמק,קפלן,יוספטל,נצרת,ברזילי,מ.ר. צפון (פוריה),נהריה,זיו צפת,בני ציון,סוראסקי
100,מאיר,"רמב""ם",סוראסקי,שערי צדק,וולפסון,רבין ק. בילינסון,רבין ק. השרון,הלל יפה,שמיר,קפלן,בני ציון,אסותא אשדוד,מעייני הישועה,סורוקה,המרכזי בעמק,יוספטל,הדסה,לניאדו,נהריה,ברזילי,נצרת,מ.ר. צפון (פוריה),זיו צפת,שיבא,הכרמל
101,בני ציון,הדסה,וולפסון,מאיר,יוספטל,רבין ק. בילינסון,"רמב""ם",קפלן,הכרמל,שמיר,רבין ק. השרון,אסותא אשדוד,סורוקה,מעייני הישועה,ברזילי,הלל יפה,המרכזי בעמק,שערי צדק,לניאדו,מ.ר. צפון (פוריה),נצרת,נהריה,זיו צפת,שיבא,סוראסקי
102,הדסה,שמיר,רבין ק. בילינסון,מאיר,סוראסקי,שיבא,אסותא אשדוד,רבין ק. השרון,וולפסון,לניאדו,מעייני הישועה,הלל יפה,שערי צדק,בני ציון,"רמב""ם",המרכזי בעמק,הכרמל,סורוקה,נצרת,יוספטל,ברזילי,נהריה,מ.ר. צפון (פוריה),זיו צפת,קפלן
103,הדסה,לניאדו,אסותא אשדוד,המרכזי בעמק,שיבא,הלל יפה,מעייני הישועה,הכרמל,קפלן,סוראסקי,רבין ק. השרון,שמיר,"רמב""ם",שערי צדק,בני ציון,סורוקה,וולפסון,יוספטל,נהריה,ברזילי,נצרת,זיו צפת,מ.ר. צפון (פוריה),רבין ק. בילינסון,מאיר
104,סוראסקי,קפלן,רבין ק. בילינסון,מאיר,רבין ק. השרון,הכרמל,שמיר,אסותא אשדוד,מעייני הישועה,שערי צדק,הלל יפה,"רמב""ם",סורוקה,שיבא,בני ציון,הדסה,המרכזי בעמק,יוספטל,נצרת,לניאדו,ברזילי,מ.ר. צפון (פוריה),נהריה,זיו צפת,וולפסון
105,סוראסקי,וולפסון,הלל יפה,אסותא אשדוד,רבין ק. בילינסון,רבין ק. השרון,הכרמל,שמיר,שערי צדק,סורוקה,מעייני הישועה,בני ציון,שיבא,הדסה,לניאדו,המרכזי בעמק,"רמב""ם",יוספטל,נצרת,ברזילי,קפלן,נהריה,זיו צפת,מ.ר. צפון (פוריה),מאיר
106,אסותא אשדוד,הלל יפה,סורוקה,מאיר,המרכזי בעמק,רבין ק. השרון,סוראסקי,שמיר,שיבא,וולפסון,בני ציון,קפלן,הדסה,הכרמל,"רמב""ם",יוספטל,מעייני הישועה,לניאדו,שערי צדק,ברזילי,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,רבין ק. בילינסון
107,שמיר,וולפסון,סוראסקי,רבין ק. בילינסון,מעייני הישועה,שיבא,מאיר,שערי צדק,רבין ק. השרון,הלל יפה,קפלן,הכרמל,"רמב""ם",בני ציון,סורוקה,המרכזי בעמק,יוספטל,אסותא אשדוד,ברזילי,לניאדו,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,הדסה
108,וולפסון,שמיר,שיבא,מאיר,הלל יפה,הכרמל,לניאדו,"רמב""ם",סורוקה,מעייני הישועה,אסותא אשדוד,הדסה,בני ציון,רבין ק. השרון,שערי צדק,המרכזי בעמק,יוספטל,מ.ר. צפון (פוריה),זיו צפת,סוראסקי,נצרת,ברזילי,נהריה,קפלן,רבין ק. בילינסון
109,סוראסקי,וולפסון,בני ציון,מאיר,לניאדו,קפלן,"רמב""ם",רבין ק. השרון,אסותא אשדוד,הלל יפה,הכרמל,מעייני הישועה,הדסה,סורוקה,שערי צדק,המרכזי בעמק,יוספטל,ברזילי,מ.ר. צפון (פוריה),זיו צפת,נצרת,נהריה,שיבא,שמיר,רבין ק. בילינסון
110,סוראסקי,הכרמל,אסותא אשדוד,הדסה,מאיר,וולפסון,"רמב""ם",שמיר,שיבא,מעייני הישועה,בני ציון,קפלן,סורוקה,הלל יפה,רבין ק. השרון,שערי צדק,המרכזי בעמק,לניאדו,יוספטל,נהריה,ברזילי,נצרת,מ.ר. צפון (פוריה),זיו צפת,רבין ק. בילינסון
111,רבין ק. בילינסון,הדסה,מאיר,קפלן,שמיר,סוראסקי,שיבא,סורוקה,לניאדו,בני ציון,"רמב""ם",המרכזי בעמק,הלל יפה,הכרמל,אסותא אשדוד,שערי צדק,יוספטל,מעייני הישועה,נהריה,מ.ר. צפון (פוריה),נצרת,ברזילי,זיו צפת,רבין ק. השרון,וולפסון
112,רבין ק. בילינסון,הלל יפה,שיבא,סוראסקי,וולפסון,סורוקה,קפלן,שמיר,מאיר,אסותא אשדוד,הכרמל,הדסה,המרכזי בעמק,לניאדו,"רמב""ם",יוספטל,בני ציון,מעייני הישועה,שערי צדק,נהריה,נצרת,מ.ר. צפון (פוריה),זיו צפת,ברזילי,רבין ק. השרון
113,"רמב""ם",שיבא,סוראסקי,הדסה,לניאדו,רבין ק. השרון,מאיר,מעייני הישועה,וולפסון,קפלן,שערי צדק,שמיר,ברזילי,הכרמל,המרכזי בעמק,בני ציון,סורוקה,יוספטל,אסותא אשדוד,מ.ר. צפון (פוריה),נצרת,נהריה,זיו צפת,הלל יפה,רבין ק. בילינסון
114,הדסה,בני ציון,שיבא,יוספטל,אסותא אשדוד,סורוקה,סוראסקי,רבין ק. השרון,מאיר,"רמב""ם",מעייני הישועה,זיו צפת,קפלן,הכרמל,שערי צדק,המרכזי בעמק,לניאדו,נהריה,נצרת,מ.ר. צפון (פוריה),ברזילי,הלל יפה,רבין ק. בילינסון,שמיר,וולפסון
115,רבין ק. בילינסון,יוספטל,סורוקה,סוראסקי,מאיר,וולפסון,רבין ק. השרון,מעייני הישועה,שמיר,אסותא אשדוד,שערי צדק,בני ציון,"רמב""ם",הדסה,הכרמל,המרכזי בעמק,הלל יפה,ברזילי,לניאדו,מ.ר. צפון (פוריה),נצרת,נהריה,זיו צפת,שיבא,קפלן
116,וולפסון,סוראסקי,רבין ק. בילינסון,הכרמל,מאיר,אסותא אשדוד,שיבא,לניאדו,שמיר,הדסה,רבין ק. השרון,מעייני הישועה,יוספטל,בני ציון,סורוקה,הלל יפה,שערי צדק,נצרת,המרכזי בעמק,ברזילי,נהריה,מ.ר. צפון (פוריה),זיו צפת,"רמב""ם",קפלן
